Output,Tree,Expression,RMSE,R2,train_time
10_liquid_outlet_flow_vol,11,"(8.579750844331024 + -0.0466020264229641*((6.125708428777817 + 2.6855673949010592*(0.49212956279441045 + -7.229004311192199*X[:,1-1]+(2.3769657029161646 + -1.414570216818065*(4.001993426457538 + 2.265094668051925*X[:,1-1]/(-1.1890731108161086*X[:,2-1]) + 4.111320635555154))))+(6.452750424902501 + 3.5938892847682498*((5.724191711533279 + 8.365298334746546*(2.7128864006353175 + 2.344401553236283*X[:,2-1]/(6.268180250057094*X[:,1-1]) + 1.7992236915644315))+(-0.6161162220365471*X[:,2-1]) + 5.703401570523653))))",0.0004492816052891318,0.9999981228529734,1.71875
