time,ERCOT_WEST_2022
162,135.0282
163,25.1452
164,-0.145
165,-0.9967
166,-0.0179
167,-0.2592
168,1.0986
169,0.9919
170,0.8996
171,1.2072
172,1.9499
173,3.2765
174,8.6326
175,21.5597
176,22.8751
177,10.3549
178,0.1847
179,0.3904
180,1.8528
181,3.2103
182,6.0074
183,13.7507
184,1.0923
185,18.2706
186,132.0745
187,79.174
188,26.9438
189,24.0892
190,21.3762
191,22.1209
192,21.6186
193,22.502
194,19.4751
195,3.238
196,1.9367
197,-0.1538
198,0.2775
199,-0.0864
200,-0.4744
201,-1.2253
202,-3.1213
203,-0.9701
204,0.724
205,2.477
206,5.7503
207,8.3832
208,9.6029
209,19.6215
210,25.9623
211,26.9117
212,25.5785
213,25.4464
214,23.1316
215,22.9074
216,23.9565
217,23.6028
218,23.1409
219,23.3686
220,23.6726
221,23.4187
222,25.4793
223,43.8811
224,87.3478
225,54.1081
226,38.5409
227,36.1131
228,27.3764
229,25.2358
230,23.2579
231,22.4589
232,23.2363
233,28.0745
234,43.4315
235,39.3072
236,38.523
237,38.2463
238,37.4365
239,32.9013
240,29.2611
241,27.4658
242,25.1633
243,24.7187
244,24.8683
245,26.1315
246,28.7638
247,37.1452
248,38.6406
249,35.0703
250,38.8545
251,27.6004
252,23.4599
253,22.2918
254,20.1659
255,18.5927
256,20.482
257,27.6549
258,73.0892
259,34.4407
260,29.2952
261,26.5532
262,24.8212
263,22.6921
264,22.5631
265,22.6481
266,22.6818
267,22.6745
268,23.4184
269,24.0305
270,27.4051
271,34.8664
272,38.166
273,30.3286
274,26.0108
275,27.876
276,26.0981
277,25.05
278,23.2048
279,22.3987
280,22.7847
281,23.8123
282,33.6903
283,38.8331
284,39.9097
285,37.7574
286,36.3231
287,32.8967
288,36.9123
289,34.365
290,31.1268
291,36.0557
292,36.8012
293,39.7411
294,44.6817
295,62.1016
296,85.0596
297,32.6946
298,29.0239
299,30.3242
300,27.4645
301,26.6165
302,26.1877
303,25.7079
304,25.9888
305,28.3953
306,43.7534
307,46.7636
308,44.6104
309,43.3833
310,35.4044
311,29.4359
312,29.3948
313,26.9559
314,23.6948
315,23.4726
316,24.8375
317,24.2934
318,25.3815
319,30.3288
320,29.6834
321,7.1401
322,8.8837
323,16.9881
324,10.2085
325,0.101
326,0.9272
327,3.4731
328,18.9452
329,22.8162
330,26.6792
331,23.2271
332,11.0649
333,6.7966
334,4.666
335,-1.2513
336,-2.4436
337,-4.3087
338,-1.6524
339,-0.4628
340,0.79
341,-0.8626
342,-2.7719
343,-1.1223
344,-1.003
345,-2.5675
346,-5.0451
347,-5.824
348,-5.5307
349,-4.5259
350,-4.2759
351,-4.5791
352,-4.8198
353,-4.0166
354,10.0567
355,42.5452
356,54.671
357,45.9328
358,50.6186
359,45.7568
360,46.3747
361,43.1944
362,43.3173
363,40.4981
364,35.8474
365,35.2853
366,34.1968
367,37.4298
368,39.6437
369,29.8809
370,26.1425
371,27.3712
372,27.306
373,25.579
374,22.567
375,21.4899
376,21.7832
377,23.465
378,32.3738
379,37.527
380,41.5514
381,40.5859
382,38.7713
383,36.66
384,34.1405
385,36.4257
386,37.3968
387,36.299
388,36.717
389,34.8588
390,39.922
391,44.8729
392,46.9291
393,34.7749
394,27.5106
395,26.0161
396,25.6129
397,24.719
398,22.6998
399,9.6523
400,-2.4464
401,11.5034
402,24.3901
403,14.526
404,-14.9691
405,-22.173
406,-20.28
407,-21.7642
408,-23.7564
409,-19.9722
410,-19.982
411,-19.4375
412,-15.2201
413,-14.5139
414,-6.6668
415,4.0365
416,10.0093
417,2.5553
418,0.4193
419,-0.045
420,-1.0911
421,-3.8506
422,-4.9928
423,-4.9497
424,-4.5629
425,-0.062
426,35.8642
427,45.9166
428,32.4107
429,26.7213
430,30.3124
431,24.551
432,10.501
433,22.5411
434,22.8213
435,22.5196
436,15.3141
437,22.9538
438,27.4589
439,34.2218
440,18.8789
441,12.1891
442,4.3543
443,-2.6033
444,-5.2886
445,-7.3882
446,-7.2856
447,-8.6993
448,-10.5393
449,-13.0364
450,-6.2184
451,-4.8705
452,-5.531
453,-4.7087
454,-4.5503
455,-4.3786
456,-5.397
457,-5.6322
458,-5.651
459,-5.0373
460,-2.0076
461,0.8159
462,13.3127
463,19.4723
464,22.274
465,22.8562
466,-0.9605
467,-1.5818
468,-0.623
469,21.1136
470,26.3228
471,27.1848
472,28.2025
473,33.0207
474,47.5695
475,51.1523
476,50.5865
477,52.5447
478,55.5223
479,47.6168
480,44.9679
481,41.098
482,38.2639
483,38.9958
484,41.0189
485,43.4734
486,51.6097
487,72.2202
488,70.7745
489,46.607
490,39.6019
491,35.5262
492,30.0055
493,25.6585
494,23.5099
495,21.299
496,19.9433
497,20.9063
498,27.022
499,29.3808
500,25.8097
501,24.0914
502,22.571
503,22.5622
504,23.1544
505,25.6582
506,29.8584
507,36.2074
508,37.9282
509,39.9898
510,43.1261
511,47.4564
512,51.4065
513,43.2167
514,40.0726
515,40.1709
516,38.2743
517,31.6936
518,29.0788
519,24.4172
520,24.1544
521,25.5435
522,33.1575
523,38.3251
524,37.5564
525,36.495
526,30.5191
527,25.4887
528,29.7515
529,32.4309
530,28.9504
531,27.8707
532,27.1929
533,27.0638
534,27.4401
535,30.5105
536,36.0444
537,32.4807
538,33.7176
539,30.3598
540,24.8418
541,23.6155
542,22.9438
543,22.8542
544,22.8333
545,23.8541
546,29.7604
547,29.0791
548,27.3772
549,25.3581
550,24.0462
551,22.3575
552,21.176
553,18.8693
554,7.3439
555,10.6901
556,17.8619
557,19.3767
558,20.6959
559,25.8861
560,27.9646
561,26.8314
562,27.5083
563,28.1443
564,27.4521
565,25.6992
566,24.8787
567,23.7357
568,23.2167
569,25.8127
570,46.1271
571,44.4227
572,37.9503
573,36.3577
574,35.2886
575,39.5062
576,39.354
577,41.3357
578,55.6736
579,68.0648
580,62.2784
581,58.2912
582,63.0407
583,27.9253
584,27.7134
585,27.7583
586,23.9995
587,23.9813
588,26.1174
589,26.5653
590,26.3446
591,24.8383
592,23.0153
593,22.9651
594,35.9071
595,28.2502
596,23.5542
597,18.5307
598,4.838
599,5.4081
600,6.4708
601,18.2348
602,22.8064
603,26.8595
604,31.0403
605,31.8971
606,34.7116
607,94.9296
608,250.0837
609,124.8437
610,168.4358
611,55.1122
612,42.507
613,38.6245
614,32.271
615,29.9504
616,29.8517
617,32.7922
618,38.1649
619,39.9799
620,41.3106
621,40.1785
622,37.9504
623,33.6338
624,31.194
625,29.3851
626,28.0482
627,27.2711
628,27.6958
629,28.4523
630,30.7314
631,42.1494
632,41.9694
633,40.3183
634,41.8464
635,40.5517
636,36.9504
637,32.9886
638,28.9966
639,26.6658
640,25.0581
641,25.9193
642,31.4265
643,32.2224
644,29.3415
645,27.2275
646,10.2172
647,-3.9941
648,-3.2631
649,-0.8191
650,16.7982
651,25.2978
652,25.725
653,25.3742
654,28.3805
655,48.0203
656,48.6975
657,34.72
658,34.5864
659,31.5148
660,25.4728
661,23.0642
662,21.1401
663,20.2534
664,19.2961
665,21.2151
666,33.705
667,55.5103
668,71.2571
669,70.3039
670,56.9196
671,47.1734
672,42.3092
673,78.9613
674,42.4248
675,41.8041
676,41.1824
677,43.8268
678,40.4718
679,45.4787
680,51.4386
681,32.7203
682,32.6551
683,33.9409
684,15.0662
685,-2.7155
686,-2.7187
687,-0.5462
688,4.1792
689,23.0967
690,33.0178
691,40.108
692,33.4677
693,29.4123
694,17.7823
695,-4.9502
696,-8.4188
697,-12.5785
698,-14.8373
699,-7.3931
700,-1.1464
701,26.7509
702,32.2381
703,37.2859
704,46.0477
705,37.1774
706,34.5942
707,32.2869
708,29.3758
709,27.6218
710,24.0719
711,22.7995
712,23.6996
713,25.2764
714,37.4792
715,36.7879
716,33.865
717,32.4132
718,31.8145
719,30.5211
720,26.4755
721,16.4221
722,11.5746
723,22.6984
724,23.4395
725,26.4665
726,29.8349
727,44.8745
728,144.1861
729,48.4094
730,46.619
731,42.2141
732,32.222
733,30.6353
734,29.0971
735,24.2326
736,22.1886
737,23.6401
738,32.8354
739,35.0775
740,28.8034
741,13.5915
742,-15.0635
743,-20.3559
744,-22.1958
745,-27.6686
746,-28.6566
747,-25.5458
748,-22.7291
749,-21.5782
750,-20.022
751,-12.0704
752,6.9537
753,-4.6575
754,-5.3342
755,-4.8444
756,-3.3697
757,-2.6501
758,-2.2161
759,6.3095
760,23.775
761,23.9089
762,31.7839
763,31.5268
764,27.8591
765,24.3438
766,11.1306
767,1.761
768,6.0617
769,1.2338
770,-13.8444
771,-22.3303
772,-27.7132
773,-28.7943
774,-7.1386
775,-3.6418
776,-3.6271
777,-3.6434
778,-5.143
779,6.3415
780,23.652
781,18.2653
782,11.9021
783,13.4122
784,8.0095
785,19.7317
786,25.3735
787,26.0095
788,24.4997
789,24.0805
790,22.4835
791,14.7527
792,13.841
793,9.0286
794,19.9889
795,8.6981
796,17.954
797,20.137
798,23.1858
799,28.9183
800,35.0504
801,38.9176
802,32.1582
803,31.6011
804,30.4559
805,25.8766
806,23.395
807,26.1421
808,31.1163
809,33.1104
810,53.0928
811,67.1522
812,61.5302
813,59.941
814,49.8535
815,43.989
816,40.3225
817,38.1035
818,39.5678
819,44.9773
820,48.4776
821,47.3005
822,57.1395
823,64.0581
824,66.2315
825,59.5031
826,56.929
827,56.3153
828,45.318
829,37.5447
830,30.1591
831,25.1731
832,23.2466
833,25.6904
834,50.0375
835,86.8339
836,71.3865
837,66.6817
838,62.7029
839,61.0203
840,57.7244
841,45.6509
842,45.565
843,45.7128
844,47.3767
845,48.8764
846,53.177
847,60.6898
848,66.3973
849,39.7959
850,30.5871
851,29.2176
852,21.552
853,4.2542
854,0.4105
855,0
856,-0.0117
857,-0.005
858,15.1824
859,24.0863
860,16.5368
861,2.2308
862,4.0197
863,5.0802
864,6.0787
865,13.1099
866,13.8868
867,15.2225
868,22.6989
869,27.2215
870,31.5963
871,33.7335
872,36.0499
873,30.5721
874,27.2921
875,26.9823
876,23.1814
877,22.5539
878,0.1047
879,0.0008
880,-0.0008
881,-0.552
882,15.363
883,29.4601
884,25.7073
885,25.6321
886,25.9812
887,24.3247
888,25.3698
889,26.3715
890,26.0306
891,28.7392
892,30.7737
893,33.3877
894,41.0714
895,49.3905
896,58.3667
897,37.617
898,30.8805
899,29.501
900,26.2434
901,25.2591
902,23.8042
903,22.792
904,20.6759
905,23.2248
906,35.2566
907,51.8346
908,51.0041
909,49.008
910,40.8729
911,34.3482
912,42.3327
913,38.8669
914,36.7981
915,34.2965
916,38.5307
917,38.0375
918,37.5774
919,74.3646
920,53.3077
921,5.4665
922,9.1298
923,18.2825
924,-0.6506
925,-2.1552
926,-3.6976
927,-4.5529
928,-2.4997
929,-1.4559
930,21.7073
931,37.2429
932,29.4403
933,27.5489
934,26.1898
935,23.4801
936,25.5367
937,27.4665
938,32.1208
939,38.456
940,38.3584
941,39.1653
942,52.1365
943,209.2805
944,172.265
945,32.9718
946,28.2973
947,27.8374
948,29.432
949,25.6121
950,26.7907
951,29.2728
952,28.8255
953,28.8316
954,35.6851
955,38.711
956,34.8285
957,31.0482
958,28.5779
959,29.1746
960,26.2542
961,24.0605
962,26.4558
963,28.0551
964,28.5432
965,30.0765
966,32.2629
967,46.1232
968,39.009
969,28.8126
970,25.6032
971,29.2472
972,30.0126
973,29.5632
974,29.2763
975,27.5733
976,26.1868
977,25.5539
978,48.8671
979,52.0979
980,36.0583
981,33.5078
982,28.4377
983,23.4605
984,20.2067
985,14.8068
986,3.2692
987,-2.314
988,-1.617
989,-0.3679
990,1.9646
991,0.6059
992,0.1228
993,0.0903
994,0.8703
995,1.4263
996,0.1318
997,13.2303
998,21.9792
999,20.4815
1000,11.0958
1001,-1.858
1002,2.3803
1003,20.8627
1004,11.1867
1005,0.4587
1006,-2.6879
1007,-3.432
1008,-4.9061
1009,-6.2467
1010,-7.0025
1011,-6.895
1012,-5.1038
1013,-4.8589
1014,-3.3789
1015,0.7086
1016,3.2947
1017,9.4701
1018,0.7205
1019,0.6523
1020,7.7878
1021,20.287
1022,21.117
1023,23.3052
1024,16.6245
1025,14.6533
1026,27.4199
1027,47.736
1028,51.318
1029,45.8281
1030,49.1287
1031,46.7975
1032,43.797
1033,28.1735
1034,26.4888
1035,26.215
1036,29.4302
1037,31.2271
1038,34.7411
1039,39.3772
1040,40.0718
1041,30.1208
1042,30.5367
1043,29.0968
1044,28.5256
1045,26.8722
1046,24.3859
1047,21.8844
1048,19.5547
1049,20.1689
1050,26.2222
1051,33.6945
1052,24.8129
1053,23.3155
1054,23.1051
1055,22.9248
1056,19.8212
1057,5.009
1058,0.3485
1059,0.4355
1060,2.0409
1061,10.1154
1062,24.1855
1063,36.2071
1064,34.8413
1065,16.9454
1066,21.657
1067,25.7258
1068,27.6319
1069,25.0218
1070,21.8437
1071,17.0231
1072,7.0844
1073,4.5477
1074,26.3741
1075,29.2909
1076,18.4281
1077,-1.5213
1078,-4.0049
1079,-6.9659
1080,-10.4959
1081,-19.6678
1082,-19.866
1083,-12.7615
1084,-6.7029
1085,-4.498
1086,-3.6613
1087,-1.7428
1088,-3.5768
1089,-4.3451
1090,-4.8287
1091,-6.184
1092,-15.0701
1093,-23.2585
1094,-23.8733
1095,-25.4714
1096,-25.8412
1097,-24.7602
1098,-19.663
1099,-12.5332
1100,-5.569
1101,-6.3304
1102,-7.4295
1103,-18.1529
1104,-24.851
1105,-26.9368
1106,-28.1256
1107,-29.2984
1108,-24.4977
1109,-20.5233
1110,-14.7781
1111,-12.5253
1112,-7.7923
1113,-6.5577
1114,-5.9831
1115,-6.0086
1116,-3.122
1117,-1.6482
1118,-1.0921
1119,-1.3796
1120,-1.6756
1121,-2.1111
1122,-0.6039
1123,23.2821
1124,-0.2305
1125,-0.2251
1126,0.6363
1127,2.4002
1128,-1.3611
1129,-2.9297
1130,-0.0558
1131,0.0784
1132,-5.347
1133,-3.4374
1134,-0.673
1135,-1.1089
1136,-4.7318
1137,-4.9299
1138,-5.0793
1139,-4.3847
1140,-4.2436
1141,-3.331
1142,-2.654
1143,-0.8273
1144,0.2845
1145,5.563
1146,23.5149
1147,43.6727
1148,42.7908
1149,51.0371
1150,46.8655
1151,44.6972
1152,37.8375
1153,33.7297
1154,40.4287
1155,39.7162
1156,41.0243
1157,44.6687
1158,49.379
1159,89.9551
1160,59.2407
1161,34.2982
1162,29.6025
1163,32.702
1164,29.4408
1165,28.0274
1166,26.492
1167,25.0803
1168,23.5099
1169,24.2713
1170,28.7951
1171,38.2897
1172,35.0543
1173,30.0087
1174,27.3259
1175,26.1661
1176,26.1382
1177,25.7864
1178,25.8079
1179,26.1107
1180,26.1964
1181,26.6379
1182,27.9562
1183,33.7629
1184,36.15
1185,26.6198
1186,27.7839
1187,33.9467
1188,29.8084
1189,26.2095
1190,19.9569
1191,11.312
1192,10.9991
1193,13.7196
1194,25.1674
1195,39.9168
1196,23.928
1197,12.565
1198,-2.4352
1199,-4.0005
1200,-4.0714
1201,-4.3215
1202,-4.1327
1203,-4.1226
1204,-4.106
1205,-4.0729
1206,-3.823
1207,-2.9246
1208,-3.0097
1209,-1.6704
1210,-0.2337
1211,-0.6424
1212,-0.3174
1213,-0.3437
1214,-0.336
1215,-0.5875
1216,0.3786
1217,-0.6921
1218,9.0712
1219,33.9277
1220,2.4599
1221,-2.6739
1222,-4.2945
1223,-4.4844
1224,-6.1862
1225,-16.7806
1226,-12.8706
1227,-19.5116
1228,-19.4912
1229,-7.7499
1230,-1.8715
1231,1.4995
1232,2.3829
1233,5.9593
1234,19.7059
1235,17.3655
1236,21.4624
1237,21.4257
1238,22.5004
1239,27.0695
1240,36.251
1241,27.4256
1242,34.4391
1243,45.0195
1244,34.3612
1245,22.029
1246,18.9208
1247,8.4135
1248,2.4778
1249,-1.8438
1250,-2.6279
1251,-2.7713
1252,-3.4649
1253,-2.126
1254,18.455
1255,42.4714
1256,26.4866
1257,22.7704
1258,23.3831
1259,23.9233
1260,25.5284
1261,25.6275
1262,26.4046
1263,25.7985
1264,23.9959
1265,23.589
1266,23.1314
1267,22.2235
1268,19.6266
1269,1.1325
1270,-0.8207
1271,-2.6982
1272,-2.0457
1273,-1.9997
1274,-0.8815
1275,1.3819
1276,2.2688
1277,4.1547
1278,8.4479
1279,20.2603
1280,25.4999
1281,27.8379
1282,27.736
1283,32.0005
1284,33.1136
1285,36.6123
1286,35.41
1287,37.1299
1288,41.1443
1289,45.2159
1290,76.6803
1291,113.5682
1292,69.3978
1293,55.5419
1294,63.9021
1295,55.9356
1296,67.786
1297,50.2638
1298,58.734
1299,69.2858
1300,59.1795
1301,57.2973
1302,59.4868
1303,176.8069
1304,82.2517
1305,257.5861
1306,192.7624
1307,69.7842
1308,43.2939
1309,36.6193
1310,40.2354
1311,36.0421
1312,31.4323
1313,30.8856
1314,42.8293
1315,60.747
1316,49.5076
1317,48.5867
1318,44.4338
1319,43.1762
1320,40.9474
1321,42.6326
1322,42.8022
1323,44.3503
1324,43.4797
1325,41.663
1326,43.757
1327,55.4897
1328,54.1263
1329,44.3034
1330,38.251
1331,33.9914
1332,33.9323
1333,34.7365
1334,31.5603
1335,35.254
1336,35.141
1337,41.4051
1338,45.7124
1339,48.7026
1340,49.3178
1341,47.505
1342,41.7709
1343,41.2947
1344,41.2078
1345,40.9242
1346,40.3776
1347,39.7489
1348,39.4696
1349,40.3793
1350,41.1355
1351,42.8815
1352,45.8283
1353,48.8296
1354,46.3305
1355,45.4926
1356,43.392
1357,40.8151
1358,37.9384
1359,35.3687
1360,33.6283
1361,33.6481
1362,38.8972
1363,46.5292
1364,45.6393
1365,45.1541
1366,44.8495
1367,44.0141
1368,42.3818
1369,40.2977
1370,37.3954
1371,32.8237
1372,29.1442
1373,28.3512
1374,28.1419
1375,29.3497
1376,29.6517
1377,26.0276
1378,26.2729
1379,23.6791
1380,23.3783
1381,22.2827
1382,18.289
1383,17.5846
1384,17.0475
1385,14.9377
1386,24.332
1387,37.7631
1388,39.9308
1389,39.9954
1390,36.2741
1391,29.5346
1392,27.6941
1393,26.9358
1394,26.48
1395,26.5005
1396,26.4404
1397,28.1004
1398,32.3673
1399,43.8957
1400,38.9589
1401,26.0851
1402,25.7324
1403,24.8253
1404,23.8348
1405,23.1871
1406,23.481
1407,23.8765
1408,27.0006
1409,28.4684
1410,30.5995
1411,34.0293
1412,30.487
1413,27.4282
1414,24.8246
1415,22.6903
1416,21.0358
1417,20.4339
1418,21.7129
1419,23.6675
1420,25.5154
1421,26.6324
1422,32.3003
1423,57.1796
1424,52.3062
1425,37.7632
1426,32.5241
1427,29.4317
1428,30.572
1429,32.2405
1430,29.756
1431,32.6827
1432,31.6616
1433,45.4814
1434,47.215
1435,42.3222
1436,37.6835
1437,30.5926
1438,27.3762
1439,26.086
1440,24.8868
1441,23.5894
1442,24.7643
1443,26.1859
1444,27.2518
1445,26.6973
1446,28.2631
1447,40.8693
1448,37.7084
1449,26.508
1450,26.5615
1451,26.3924
1452,27.0949
1453,26.7303
1454,26.5803
1455,26.7267
1456,27.404
1457,28.44
1458,40.1619
1459,107.3192
1460,31.7791
1461,28.1593
1462,26.2281
1463,26.0582
1464,25.5406
1465,25.2967
1466,25.725
1467,28.2679
1468,29.3285
1469,30.3072
1470,36.3564
1471,48.7699
1472,40.2638
1473,24.9167
1474,31.0801
1475,32.5051
1476,41.4968
1477,32.3145
1478,31.5317
1479,33.5111
1480,32.236
1481,35.1119
1482,47.0663
1483,63.3231
1484,32.2163
1485,26.5675
1486,7.7588
1487,-2.9694
1488,-6.8975
1489,-6.5391
1490,-9.059
1491,-7.7995
1492,-12.5858
1493,-7.9598
1494,-4.8362
1495,4.8195
1496,12.0662
1497,1.804
1498,-3.1836
1499,-9.0795
1500,-11.7968
1501,-10.07
1502,-8.6671
1503,-7.6762
1504,-11.9118
1505,-14.5103
1506,-15.4341
1507,-14.2541
1508,-15.7956
1509,-19.3678
1510,-17.6307
1511,-17.3398
1512,-21.154
1513,-22.7139
1514,-23.5734
1515,-23.6575
1516,-22.6292
1517,-18.0992
1518,-14.1227
1519,-6.0524
1520,3.3536
1521,-2.8078
1522,-4.4688
1523,-5
1524,-7.5878
1525,-7.9608
1526,-6.8467
1527,-8.9319
1528,-7.5337
1529,-6.2116
1530,4.2915
1531,138.3448
1532,59.3646
1533,63.8549
1534,41.7739
1535,37.144
1536,25.5322
1537,1.8215
1538,6.5369
1539,1.3379
1540,-5.3233
1541,-6.1755
1542,3.8686
1543,17.2878
1544,12.6385
1545,-0.4189
1546,-1.1324
1547,23.2708
1548,27.9611
1549,48.9151
1550,25.7643
1551,8.0694
1552,-2.6962
1553,-4.8466
1554,-5.1733
1555,6.715
1556,24.566
1557,29.1495
1558,30.9895
1559,28.7012
1560,29.9925
1561,27.7544
1562,21.436
1563,18.4836
1564,10.3102
1565,17.9394
1566,25.6755
1567,32.0796
1568,33.7741
1569,4.1245
1570,-2.917
1571,-1.2038
1572,24.747
1573,33.5195
1574,43.2189
1575,33.7078
1576,30.1176
1577,29.9542
1578,40.0495
1579,97.6074
1580,57.5474
1581,42.7658
1582,37.9309
1583,32.3198
1584,31.2327
1585,32.1557
1586,35.0061
1587,37.3707
1588,41.7882
1589,42.3287
1590,51.0056
1591,71.8248
1592,83.6339
1593,62.2117
1594,70.4544
1595,61.5762
1596,51.5634
1597,46.4229
1598,41.5449
1599,36.8452
1600,31.8005
1601,30.4482
1602,46.5675
1603,191.722
1604,78.1006
1605,74.4815
1606,53.7555
1607,48.31
1608,44.3469
1609,42.6454
1610,45.0342
1611,47.3987
1612,47.8684
1613,46.9731
1614,53.709
1615,214.6948
1616,55.5146
1617,34.2596
1618,26.573
1619,29.1867
1620,33.9238
1621,18.928
1622,-0.0893
1623,-1.3852
1624,-2.2767
1625,-3.4569
1626,-3.5556
1627,52.4114
1628,11.2479
1629,-13.1467
1630,-18.9545
1631,-22.6088
1632,-24.1752
1633,-23.0796
1634,-18.9656
1635,-14.3135
1636,-9.7791
1637,-10.2948
1638,-5.1065
1639,-2.5433
1640,-0.8854
1641,-1.6463
1642,2.3373
1643,27.5254
1644,32.2151
1645,33.8842
1646,31.9295
1647,29.4292
1648,24.971
1649,9.8664
1650,1.7274
1651,3.1579
1652,-1.045
1653,-6.2601
1654,-10.0909
1655,-17.9751
1656,-20.2447
1657,-14.401
1658,-1.6313
1659,-0.6021
1660,0.0923
1661,2.1173
1662,3.6329
1663,7.878
1664,7.435
1665,6.6626
1666,3.6251
1667,0.4041
1668,0.2051
1669,-0.6631
1670,-1.2814
1671,1.0539
1672,2.6975
1673,5.0014
1674,16.4219
1675,61.9218
1676,66.9083
1677,56.9861
1678,72.9986
1679,83.7005
1680,78.9495
1681,78.6018
1682,80.4444
1683,78.9559
1684,61.4433
1685,58.6774
1686,49.6359
1687,51.9243
1688,38.7229
1689,24.3286
1690,23.29
1691,21.1733
1692,21.1414
1693,13.0898
1694,1.442
1695,0.0837
1696,-0.2148
1697,-0.5235
1698,7.4537
1699,36.4106
1700,25.7445
1701,3.5462
1702,-0.6091
1703,-0.7024
1704,-0.5796
1705,-2.0804
1706,-3.7457
1707,-1.7629
1708,-1.4357
1709,-0.9673
1710,-1.1468
1711,-1.1513
1712,-3.3196
1713,-4.0178
1714,-4.3563
1715,-4.6647
1716,-4.7476
1717,-4.9837
1718,-5.319
1719,-5.8038
1720,-6.0182
1721,-8.5577
1722,-8.9901
1723,-3.7179
1724,-1.9715
1725,-5.3895
1726,-7.0136
1727,-7.8782
1728,-3.7957
1729,-4.1777
1730,-3.5506
1731,-2.563
1732,-0.7293
1733,0.8229
1734,0.6183
1735,2.4607
1736,3.5761
1737,-0.4093
1738,-0.4752
1739,1.0987
1740,1.2517
1741,0.6123
1742,-0.857
1743,-1.3787
1744,-1.8402
1745,-2.2217
1746,-1.0574
1747,8.7495
1748,26.1109
1749,18.6647
1750,23.44
1751,28.0543
1752,34.9312
1753,36.0805
1754,42.4829
1755,27.583
1756,23.1641
1757,22.386
1758,23.5976
1759,24.7867
1760,14.6943
1761,4.2956
1762,12.5899
1763,23.307
1764,23.4439
1765,23.9425
1766,24.4918
1767,24.4626
1768,23.3146
1769,24.354
1770,32.338
1771,110.4713
1772,89.7727
1773,37.0741
1774,28.183
1775,25.2194
1776,25.2042
1777,24.8156
1778,23.8577
1779,23.5435
1780,16.6435
1781,2.1563
1782,1.8878
1783,2.9455
1784,0.485
1785,-0.111
1786,-0.4724
1787,-0.6278
1788,1.5615
1789,4.285
1790,15.533
1791,25.4431
1792,10.1698
1793,5.857
1794,46.986
1795,121.8203
1796,26.5725
1797,11.6377
1798,-0.0347
1799,-7.3767
1800,-17.9901
1801,-18.6042
1802,-16.6473
1803,-14.9311
1804,-3.7597
1805,0.0936
1806,7.2419
1807,20.0705
1808,3.9287
1809,0.1331
1810,-0.5804
1811,-2.8451
1812,-4.7174
1813,-4.9209
1814,-5.9676
1815,-5.8677
1816,-3.8332
1817,-2.7581
1818,-1.0951
1819,-0.1273
1820,-0.198
1821,0.0916
1822,-1.2383
1823,-2.4722
1824,-3.621
1825,-3.7047
1826,-0.9408
1827,26.748
1828,37.0426
1829,3.2298
1830,27.746
1831,46.2429
1832,28.6699
1833,2.2707
1834,0.9318
1835,1.0649
1836,6.3207
1837,22.6095
1838,23.9443
1839,23.3552
1840,23.1574
1841,23.6637
1842,29.5682
1843,77.2257
1844,92.017
1845,78.3216
1846,88.2351
1847,74.9732
1848,70.3686
1849,69.4682
1850,64.7843
1851,54.2575
1852,39.2134
1853,38.4974
1854,34.9498
1855,34.6626
1856,28.5422
1857,28.8953
1858,17.9383
1859,22.6057
1860,29.0566
1861,40.1133
1862,35.9228
1863,26.1482
1864,24.9673
1865,25.9592
1866,81.7188
1867,148.5056
1868,38.767
1869,41.2392
1870,22.9923
1871,7.9691
1872,1.3542
1873,-2.5574
1874,-5.094
1875,-7.2493
1876,-8.7471
1877,-5.3969
1878,-1.4829
1879,-0.5569
1880,-2.8695
1881,-3.5038
1882,-5.8171
1883,-5.8223
1884,-6.4177
1885,-6.4649
1886,-6.0317
1887,-6.2448
1888,-6.2127
1889,-5.5273
1890,-3.9158
1891,-0.4543
1892,-0.0795
1893,-0.4953
1894,-2.217
1895,-5.5717
1896,-10.9941
1897,-12.5692
1898,-12.8004
1899,-9.3903
1900,-4.204
1901,-2.7392
1902,7.9376
1903,33.4253
1904,71.0154
1905,30.4535
1906,6.6735
1907,10.0454
1908,9.5203
1909,35.8106
1910,25.2763
1911,3.9737
1912,0.3233
1913,1.0489
1914,2.9095
1915,15.2827
1916,29.9455
1917,19.4345
1918,44.3089
1919,38.5006
1920,129.0566
1921,29.255
1922,12.7647
1923,3.0415
1924,1.778
1925,1.3122
1926,11.1491
1927,2.0507
1928,-0.069
1929,-0.9467
1930,-2.2802
1931,-3.6729
1932,-4.3918
1933,-4.1532
1934,-3.7929
1935,-4.0845
1936,-3.9806
1937,-3.505
1938,-2.5646
1939,11.8911
1940,27.5814
1941,29.466
1942,25.6018
1943,15.9185
1944,6.5942
1945,13.4148
1946,3.2096
1947,1.2244
1948,2.8471
1949,5.0042
1950,12.3743
1951,20.8697
1952,27.5044
1953,3.4661
1954,3.9407
1955,2.6425
1956,2.2427
1957,1.1684
1958,-0.0936
1959,-0.3553
1960,-0.62
1961,-1.191
1962,2.9222
1963,36.0895
1964,91.0389
1965,84.1122
1966,36.9657
1967,48.5863
1968,64.6269
1969,81.6963
1970,43.1216
1971,38.8792
1972,34.3896
1973,35.777
1974,54.3669
1975,60.3396
1976,49.9648
1977,39.959
1978,32.2451
1979,18.1676
1980,1.6026
1981,1.0097
1982,0.3482
1983,0.6521
1984,1.3928
1985,12.2108
1986,27.2151
1987,142.7111
1988,200.8494
