,BFW_Fm,BFW_F,BFW_h,BFW_T,BFW_P,BFW_F[H2O],ECON_OUT_Fm,ECON_OUT_F,ECON_OUT_h,ECON_OUT_T,ECON_OUT_P,ECON_OUT_F[H2O],FG_2_AIRPH_Fm,FG_2_AIRPH_F,FG_2_AIRPH_h,FG_2_AIRPH_T,FG_2_AIRPH_P,FG_2_AIRPH_F[O2],FG_2_AIRPH_F[NO],FG_2_AIRPH_F[N2],FG_2_AIRPH_F[SO2],FG_2_AIRPH_F[CO2],FG_2_AIRPH_F[H2O],FG_2_ECON_Fm,FG_2_ECON_F,FG_2_ECON_h,FG_2_ECON_T,FG_2_ECON_P,FG_2_ECON_F[O2],FG_2_ECON_F[NO],FG_2_ECON_F[N2],FG_2_ECON_F[SO2],FG_2_ECON_F[CO2],FG_2_ECON_F[H2O],ECON_Q,termination,bin_no,bin_power
10,496.54804188055283,27562.604737786634,15015.234420642173,466.251768292911,26922557.697040655,27562.604737786634,496.54804188055283,27562.604737786634,19670.710192805745,524.0671711143019,26250858.28814569,27562.604737786634,578.1190677942517,19508.524812901396,-72305.35627234851,497.3040359421686,99781.87518177384,481.8605628786645,11.705114887740836,14453.866033878643,39.01704962580279,2826.785245389412,1695.290806241131,578.1190677942517,19508.524812901396,-65727.8707984275,695.4596102627735,99245.27975631652,481.8605628786645,11.705114887740836,14453.866033878643,39.01704962580279,2826.785245389412,1695.290806241131,128317038.57448629,optimal,24.0,592500000.0
11,505.5250552458606,28060.90470122366,15322.01020622983,470.16476467316704,26923237.43223678,28060.90470122366,505.5250552458606,28060.90470122366,20027.133406953762,528.3186368772338,26251676.83467764,28060.90470122366,583.017696908836,19673.828178513748,-72638.59905099736,486.96821389312515,99586.55559082332,485.9435560092897,11.804296907108249,14576.339297460838,39.347656357027496,2850.737703066642,1709.6556687128445,583.017696908836,19673.828178513748,-65927.65227719034,689.600449487977,100651.77603403444,485.9435560092897,11.804296907108249,14576.339297460838,39.347656357027496,2850.737703066642,1709.6556687128445,132030013.74303064,optimal,23.0,587500000.0
12,505.54512908846664,28062.018968812397,14619.838306038506,461.190619882352,26921343.96866468,28062.018968812397,505.54512908846664,28062.018968812397,19592.512179794114,523.1306677143582,26250164.43669969,28062.018968812397,583.8956938892276,19703.45602999247,-72713.91556628063,484.62836695812734,100004.00067287566,486.675363940814,11.82207361799548,14598.29057262142,39.40691205998494,2855.0307787459083,1712.2303290063453,583.8956938892276,19703.45602999247,-65631.74336468129,698.2754790706665,100706.70049721842,486.675363940814,11.82207361799548,14598.29057262142,39.40691205998494,2855.0307787459083,1712.2303290063453,139543268.57104772,optimal,23.0,587500000.0
13,494.10033098385816,27426.73613642742,15379.662677608185,470.898791710967,26922946.60884648,27426.73613642742,494.10033098385816,27426.73613642742,20124.458889934638,529.474570813538,26251478.523913324,27426.73613642742,582.291347053361,19649.31763221324,-72252.27419292326,498.9478450358485,101028.77350587565,485.338145515667,11.78959057932794,14558.179433706788,39.29863526442647,2847.1861249076983,1707.5257022393303,582.291347053361,19649.31763221324,-65629.43485710556,698.3430757732092,99772.42339313454,485.338145515667,11.78959057932794,14558.179433706788,39.29863526442647,2847.1861249076983,1707.5257022393303,130134273.73659794,optimal,23.0,587500000.0
14,490.36560310099117,27219.42723626783,15138.18280644482,467.8215024554722,26922677.888205037,27219.42723626783,490.36560310099117,27219.42723626783,20111.417300836933,529.3198103476617,26251197.73533623,27219.42723626783,584.1585828494145,19712.327171057597,-72462.50476212837,492.4334030725769,100149.58553766772,486.8944811251228,11.827396302634558,14604.863201036575,39.4246543421152,2856.316207086246,1713.0012311649052,584.1585828494145,19712.327171057597,-65595.29962321627,699.3424632878742,100260.69883318822,486.8944811251228,11.827396302634558,14604.863201036575,39.4246543421152,2856.316207086246,1713.0012311649052,135368594.44900334,optimal,23.0,587500000.0
15,486.98143097030794,27031.577137313874,15477.317956076595,472.1412357896438,26921297.461228184,27031.577137313874,486.98143097030794,27031.577137313874,20245.19618368375,530.9055114459694,26251914.39502403,27031.577137313874,589.0620350109954,19877.793289530477,-72449.81550184533,492.8269222625584,100589.68537281435,490.981494251403,11.926675973718288,14727.457048213133,39.75558657906097,2880.292247652967,1727.3802368601987,589.0620350109954,19877.793289530477,-65966.03401696772,688.4737172825882,100824.4756778425,490.981494251403,11.926675973718288,14727.457048213133,39.75558657906097,2880.292247652967,1727.3802368601987,128883268.09088212,optimal,23.0,587500000.0
16,511.12678361088547,28371.84787640744,14784.42692606254,463.29976325152603,26921917.493408035,28371.84787640744,511.12678361088547,28371.84787640744,19654.325534036434,523.8710906919687,26249834.98657763,28371.84787640744,581.1022038518063,19609.19020700629,-72661.68511442559,486.25115197134414,100257.63149742004,484.34699811305546,11.765514124203774,14528.44902437096,39.218380414012586,2841.3716609952116,1704.0386289888465,581.1022038518063,19609.19020700629,-65615.60003797013,698.7481547502546,98893.36858433491,484.34699811305546,11.765514124203774,14528.44902437096,39.218380414012586,2841.3716609952116,1704.0386289888465,138168022.4789636,optimal,23.0,587500000.0
17,505.14824880701394,28039.988765482074,15201.976801766767,468.6353043857782,26921917.739501886,28039.988765482074,505.14824880701394,28039.988765482074,20315.15739775613,531.7331590841571,26250120.57061755,28039.988765482074,580.4970287447735,19588.768680975776,-72683.83887046043,485.56292364696736,100343.52111703806,483.84258642010167,11.753261208585462,14513.318715734951,39.17753736195155,2838.4125818733896,1702.2639983767945,580.4970287447735,19588.768680975776,-65364.66895210488,706.0875948514355,100902.35606054125,483.84258642010167,11.753261208585462,14513.318715734951,39.17753736195155,2838.4125818733896,1702.2639983767945,143373526.4674228,optimal,23.0,587500000.0
18,489.0110715466736,27144.239309445846,14994.460761110775,465.9863727869019,26922334.52851493,27144.239309445846,489.0110715466736,27144.239309445846,19904.236891185406,526.8559314165593,26251239.230466384,27144.239309445846,584.6338570781209,19728.36521512182,-72317.88504427287,496.91594967929456,100049.84925841351,487.29062081350895,11.83701912907309,14616.745787883756,39.45673043024364,2858.6401196711513,1714.394937194086,584.6338570781209,19728.36521512182,-65562.52864361189,700.3016531144617,100329.91761722058,487.29062081350895,11.83701912907309,14616.745787883756,39.45673043024364,2858.6401196711513,1714.394937194086,133272138.23055063,optimal,23.0,587500000.0
19,491.01565579320425,27255.510643920283,14779.385487167334,463.235074022285,26923026.20076203,27255.510643920283,491.01565579320425,27255.510643920283,19929.194782242546,527.1532047937837,26252960.059682608,27255.510643920283,580.845373588428,19600.523515584166,-72577.2267149082,488.87381816454416,100734.42026650126,484.13293083492897,11.7603141093505,14522.027872696308,39.20104703116833,2840.1158574081455,1703.285493504264,580.845373588428,19600.523515584166,-65416.158698307394,704.5827732740923,100414.3473508099,484.13293083492897,11.7603141093505,14522.027872696308,39.20104703116833,2840.1158574081455,1703.285493504264,140360682.05608204,optimal,23.0,587500000.0
20,476.2513795437071,26435.968774490713,15058.72356582452,466.8071495946309,26923349.593397982,26435.968774490713,476.2513795437071,26435.968774490713,20173.0006605214,530.0502175320165,26254123.95352742,26435.968774490713,579.0243439892934,19539.073196612175,-72665.51401291978,486.13221214770175,100339.81508941355,482.6151079563208,11.723443917967305,14476.49933136996,39.07814639322435,2831.2117061891045,1697.9454607855978,579.0243439892934,19539.073196612175,-65746.0010852062,694.9282754517402,99522.18278170662,482.6151079563208,11.723443917967305,14476.49933136996,39.07814639322435,2831.2117061891045,1697.9454607855978,135200869.57949987,optimal,23.0,587500000.0
21,492.6249473457417,27344.8398995598,15110.71660421473,467.4710497139809,26922223.746460903,27344.8398995598,492.6249473457417,27344.8398995598,19987.690296660407,527.8495056052722,26253422.47745503,27344.8398995598,579.434095127416,19552.90017567322,-72288.04536631913,497.84018642150824,99861.83120816686,482.95663433912864,11.731740105403931,14486.74374015629,39.10580035134644,2833.21523545505,1699.1470252660029,579.434095127416,19552.90017567322,-65467.57046918789,703.0796170612809,100330.52459099503,482.95663433912864,11.731740105403931,14486.74374015629,39.10580035134644,2833.21523545505,1699.1470252660029,133360064.81429206,optimal,22.0,582500000.0
22,476.04649192986824,26424.595783682973,15254.378684997295,469.30319726796137,26922883.122983433,26424.595783682973,476.04649192986824,26424.595783682973,20179.008508557352,530.1214346914785,26254093.707604144,26424.595783682973,579.4107547809107,19552.11255984405,-72206.84329803691,500.35415076216447,99987.99411027685,482.937180228148,11.731267535906428,14486.160195588454,39.104225119688095,2833.1011099214024,1699.0785814504477,579.4107547809107,19552.11255984405,-65551.22733461887,700.6323785555893,100512.06513072667,482.937180228148,11.731267535906428,14486.160195588454,39.104225119688095,2833.1011099214024,1699.0785814504477,130131352.47184455,optimal,22.0,582500000.0
23,494.16534812068073,27430.345135944637,15067.96083600685,466.9254017475478,26920779.463333827,27430.345135944637,494.16534812068073,27430.345135944637,19700.504077711936,524.42356694786,26252939.454309687,27430.345135944637,568.6776455697038,19189.92570417554,-72433.33070419579,493.3380882771437,100559.00864205389,473.99116489313593,11.513955422505324,14217.815954223659,38.37985140835109,2780.620234535036,1667.6045436928543,568.6776455697038,19189.92570417554,-65811.50934146333,693.0078156215901,99824.12602808692,473.99116489313593,11.513955422505324,14217.815954223659,38.37985140835109,2780.620234535036,1667.6045436928543,127072259.9771583,optimal,23.0,587500000.0
24,483.4255940976787,26834.19819717921,14829.156487227136,463.8723303432298,26922432.206881206,26834.19819717921,483.4255940976787,26834.19819717921,20013.38255032289,528.1549985863554,26256744.93979937,26834.19819717921,575.0949770469684,19406.477410097446,-72576.76095779768,488.88827628788704,100320.53064514368,479.33999202940703,11.643886446058469,14378.2591131412,38.8129548201949,2811.99857672312,1686.422886937468,575.0949770469684,19406.477410097446,-65408.30133803638,704.8124495057301,100267.19391260584,479.33999202940703,11.643886446058469,14378.2591131412,38.8129548201949,2811.99857672312,1686.422886937468,139114549.67609358,optimal,22.0,582500000.0
25,508.9281582098878,28249.805621110954,15374.54829129921,470.8338898507009,26921225.73985964,28249.805621110954,508.9281582098878,28249.805621110954,20002.848184761366,528.0297869063197,26254373.764876645,28249.805621110954,578.8288131871545,19532.475044574454,-72404.32264656834,494.2374139204868,99549.8754463805,482.45213360098916,11.719485026744673,14471.610760525215,39.06495008914891,2830.2556339588386,1697.3720813735201,578.8288131871545,19532.475044574454,-65710.41559955371,695.9710877415724,99589.3449772531,482.45213360098916,11.719485026744673,14471.610760525215,39.06495008914891,2830.2556339588386,1697.3720813735201,130748572.34651442,optimal,23.0,587500000.0
26,505.3019304846429,28048.519394904928,14833.729219381645,463.9308835406448,26922204.342228957,28048.519394904928,505.3019304846429,28048.519394904928,19588.905072308324,523.0873394293757,26252657.588564944,28048.519394904928,578.8588789099647,19533.489607027303,-72353.9236613098,495.7994108571161,100230.78561091801,482.4771932935745,11.720093764216383,14472.36244984653,39.06697921405461,2830.4026440582566,1697.4602468506728,578.8588789099647,19533.489607027303,-65525.87374190293,701.3742266124015,99390.82236849764,482.4771932935745,11.720093764216383,14472.36244984653,39.06697921405461,2830.4026440582566,1697.4602468506728,133375642.13699761,optimal,23.0,587500000.0
27,476.78994840291006,26465.863889038083,15195.438983988104,468.55192914178497,26921985.324994247,26465.863889038083,476.78994840291006,26465.863889038083,20091.82957144537,529.0871887150022,26254763.489393167,26465.863889038083,573.7534718675644,19361.208557127604,-72631.5325324597,487.18767621164335,100155.33582234074,478.221851361052,11.616725134276564,14344.719419975845,38.722417114255215,2805.4391199277907,1682.489023614389,573.7534718675644,19361.208557127604,-65938.39628257901,689.2850841873764,99535.03017848344,478.221851361052,11.616725134276564,14344.719419975845,38.722417114255215,2805.4391199277907,1682.489023614389,129587206.83521119,optimal,22.0,582500000.0
28,504.02873607981127,27977.846365963294,15093.952790816858,467.25724424640305,26920745.387082975,27977.846365963294,504.02873607981127,27977.846365963294,19881.001636101446,526.5789355733656,26253299.734092325,27977.846365963294,578.5886282284413,19524.370045988922,-72366.83300603836,495.3993772987145,100377.39361014598,482.2519401359265,11.714622027593354,14465.605767073193,39.04874009197785,2829.0812196637953,1696.6677569964372,578.5886282284413,19524.370045988922,-65507.1332142262,701.9224796434645,100167.3886271413,482.2519401359265,11.714622027593354,14465.605767073193,39.04874009197785,2829.0812196637953,1696.6677569964372,133931317.13973299,optimal,22.0,582500000.0
29,485.15209628054663,26930.033631480976,15077.83374464105,467.0514471172921,26920883.76346193,26930.033631480976,485.15209628054663,26930.033631480976,20144.769654260814,529.7154809671484,26253230.567245975,26930.033631480976,580.5743803657413,19591.378897626684,-72450.55028498545,492.8041362781651,99969.46141273745,483.9070587713791,11.754827338576009,14515.25262525161,39.18275779525337,2838.7908022661068,1702.4908262037588,580.5743803657413,19591.378897626684,-65485.611514333184,702.5519948710454,100386.03372329038,483.9070587713791,11.754827338576009,14515.25262525161,39.18275779525337,2838.7908022661068,1702.4908262037588,136452754.4546189,optimal,22.0,582500000.0
30,494.28343631166695,27436.90002662556,14885.586978636467,464.59434342533496,26922866.603070706,27436.90002662556,494.28343631166695,27436.90002662556,19870.902078530766,526.4583800536487,26257830.51761576,27436.90002662556,573.1840391804328,19341.993152680618,-72715.24846222419,484.58694543752244,100521.69937855758,477.74723087121123,11.605195891608368,14330.482726821068,38.68398630536123,2802.6548078234214,1680.819204967945,573.1840391804328,19341.993152680618,-65643.50611812816,697.9310279485754,100182.14184398482,477.74723087121123,11.605195891608368,14330.482726821068,38.68398630536123,2802.6548078234214,1680.819204967945,136781591.9970267,optimal,22.0,582500000.0
31,489.05490334651574,27146.672344061026,15179.03768704654,468.34277074921397,26921908.4712329,27146.672344061026,489.05490334651574,27146.672344061026,20094.5110846036,529.1188959867873,26259637.464663524,27146.672344061026,572.5161066962536,19319.453890153494,-72490.01854850988,491.58000722092476,100357.56997129189,477.1905110867914,11.591672334092095,14313.783387214722,38.638907780306994,2799.388868683241,1678.8605430543385,572.5161066962536,19319.453890153494,-65583.0559346526,699.7008591235345,100209.85958488437,477.1905110867914,11.591672334092095,14313.783387214722,38.638907780306994,2799.388868683241,1678.8605430543385,133438745.73942992,optimal,21.0,577500000.0
32,487.4376588715993,27056.901634146085,14601.190593786157,460.95153631465854,26920534.121945705,27056.901634146085,487.4376588715993,27056.901634146085,19479.907401161694,521.7793980409184,26258397.069509856,27056.901634146085,576.5191585800735,19454.536161874425,-72741.23579992386,483.77926657210133,99719.23970904404,480.52704319829826,11.672721697124652,14413.86584233276,38.90907232374884,2818.9622898556036,1690.599192466887,576.5191585800735,19454.536161874425,-65956.03364143166,688.7673213236769,99746.07802514688,480.52704319829826,11.672721697124652,14413.86584233276,38.90907232374884,2818.9622898556036,1690.599192466887,132002960.75801519,optimal,22.0,582500000.0
33,496.22941649219615,27544.918341107998,14616.55064505596,461.1482831024339,26922747.977396432,27544.918341107998,496.22941649219615,27544.918341107998,19484.216520720438,521.8311406270578,26258533.89607037,27544.918341107998,571.3135603865464,19278.8741794529,-72532.76627364721,490.25372400618255,100402.87117965512,476.1881922324868,11.567324507671742,14283.717879556656,38.557748358905805,2793.5088686027257,1675.334166194457,571.3135603865464,19278.8741794529,-65578.03137528492,699.8479273174937,98899.90511091604,476.1881922324868,11.567324507671742,14283.717879556656,38.557748358905805,2793.5088686027257,1675.334166194457,134079459.05697566,optimal,21.0,577500000.0
34,488.4388021690857,27112.473531862157,14567.592906237034,460.5204875413791,26920578.032367274,27112.473531862157,488.4388021690857,27112.473531862157,19447.278410244722,521.3873887946864,26259322.66539716,27112.473531862157,570.2252281370594,19242.148601839956,-72608.22147398238,487.9115513902567,99632.744592138,475.281070465447,11.545289161103971,14256.507899103224,38.48429720367991,2788.1873324066096,1672.1427134998921,570.2252281370594,19242.148601839956,-65732.67203255622,695.3189105221279,100276.1438349287,475.281070465447,11.545289161103971,14256.507899103224,38.48429720367991,2788.1873324066096,1672.1427134998921,132300344.07121988,optimal,22.0,582500000.0
35,480.1575941122364,26652.796632205347,14938.291569880934,465.2683991732008,26922604.169467755,26652.796632205347,480.1575941122364,26652.796632205347,19767.32781680088,525.2222052308692,26257862.99177142,26652.796632205347,577.8083257672816,19498.038878634106,-72332.45085463337,496.46471508998974,100123.97524850782,481.60156030226256,11.698823327180465,14446.09700518001,38.99607775726822,2825.2658335140823,1694.3795785533039,577.8083257672816,19498.038878634106,-65731.41154909878,695.355849401879,100127.52997717532,481.60156030226256,11.698823327180465,14446.09700518001,38.99607775726822,2825.2658335140823,1694.3795785533039,128707321.01870546,optimal,22.0,582500000.0
36,475.4290595286655,26390.323077335765,14772.562577734734,463.1478272512288,26921970.241327815,26390.323077335765,475.4290595286655,26390.323077335765,19910.961013878765,526.9358578571619,26257429.106987968,26390.323077335765,576.593946480788,19457.059866242726,-72585.68211536198,488.61133457425626,100287.79040964469,480.58937869619535,11.674235919745632,14415.735654899234,38.914119732485446,2819.327974618571,1690.8185023764925,576.593946480788,19457.059866242726,-65616.28407875595,698.7281273111919,99784.73240701403,480.58937869619535,11.674235919745632,14415.735654899234,38.914119732485446,2819.327974618571,1690.8185023764925,135603994.82991785,optimal,22.0,582500000.0
37,497.4200692743013,27611.009613744623,15129.605378447466,467.7120470490306,26922735.015017305,27611.009613744623,497.4200692743013,27611.009613744623,19912.054417424824,526.94888674974,26257377.354171913,27611.009613744623,573.725779146877,19360.274071208074,-72699.98226015775,485.0613367587793,99168.07079456968,478.1987695588395,11.616164442724845,14344.027059358063,38.72054814241615,2805.30371291805,1682.4078167879818,573.725779146877,19360.274071208074,-65879.40493223525,691.0163018584683,99533.43783323799,478.1987695588395,11.616164442724845,14344.027059358063,38.72054814241615,2805.30371291805,1682.4078167879818,132048246.39244756,optimal,22.0,582500000.0
38,500.9130609802972,27804.900117028275,15654.317208314584,474.38930655032436,26923041.129869603,27804.900117028275,500.9130609802972,27804.900117028275,20222.20624980722,530.633130308861,26259127.326483157,27804.900117028275,573.0143028425813,19336.265430238833,-72502.75803986512,491.1848018652111,99558.21298222644,477.6057561268992,11.601759258143298,14326.239057263952,38.67253086047767,2801.824860841607,1680.3214658877544,573.0143028425813,19336.265430238833,-65934.28704930104,689.4057044005094,99914.33318765185,477.6057561268992,11.601759258143298,14326.239057263952,38.67253086047767,2801.824860841607,1680.3214658877544,127009698.5443707,optimal,22.0,582500000.0
39,493.9876332164118,27420.48045972151,15154.061232037102,468.0242407642039,26921344.94349869,27420.48045972151,493.9876332164118,27420.48045972151,20016.449347982183,528.1913532731803,26260676.53128357,27420.48045972151,578.9350734331182,19536.060777618888,-72521.72507838387,490.5963299035922,100824.9946002032,482.5407012071866,11.721636466571333,14474.267430137834,39.07212155523778,2830.775206676977,1697.6836815750812,578.9350734331182,19536.060777618888,-65696.9603605345,696.3653084234178,100188.86028291013,482.5407012071866,11.721636466571333,14474.267430137834,39.07212155523778,2830.775206676977,1697.6836815750812,133329018.32085423,optimal,21.0,577500000.0
40,496.3768925185919,27553.104504542356,15106.497641857579,467.41706214722797,26923427.159805976,27553.104504542356,496.3768925185919,27553.104504542356,19689.972157584758,524.2972133628854,26263029.729251727,27553.104504542356,571.1664729652151,19273.910740658786,-72405.88302006452,494.1890436442437,99785.54820033009,476.06559529427204,11.564346444395271,14280.040467754094,38.54782148131757,2792.7896663214583,1674.9028433632484,571.1664729652151,19273.910740658786,-65853.55671612828,691.7746099417394,99592.55989277877,476.06559529427204,11.564346444395271,14280.040467754094,38.54782148131757,2792.7896663214583,1674.9028433632484,126288952.32573764,optimal,21.0,577500000.0
41,479.08241726430475,26593.115247961992,15031.506452519347,466.4597443683167,26921616.74876095,26593.115247961992,479.08241726430475,26593.115247961992,19941.75999121491,527.3025915678442,26261226.998935074,26593.115247961992,564.6748942064384,19054.853573467113,-72452.02535633168,492.75839318569365,100621.61086779645,470.65488326463776,11.432912144080268,14117.741012581784,38.109707146934234,2761.0482827953847,1655.866775534292,564.6748942064384,19054.853573467113,-65599.23387473935,699.2272929016647,100696.12298709678,470.65488326463776,11.432912144080268,14117.741012581784,38.109707146934234,2761.0482827953847,1655.866775534292,130578938.25124432,optimal,21.0,577500000.0
42,479.3111985960771,26605.814541660027,14717.651712675597,462.4442252028528,26923698.257220514,26605.814541660027,479.3111985960771,26605.814541660027,19876.830723544106,526.5289411076348,26261765.28377645,26605.814541660027,566.0081439031475,19099.843846646098,-72717.02061807163,484.5318726493365,99620.98490301562,471.7661430121585,11.459906307987653,14151.074305980092,38.19968769329219,2767.567373379019,1659.7764302735454,566.0081439031475,19099.843846646098,-65530.356630004724,701.24306786411,99461.5591348113,471.7661430121585,11.459906307987653,14151.074305980092,38.19968769329219,2767.567373379019,1659.7764302735454,137264159.95039257,optimal,20.0,572500000.0
