Temperature (K),Pressure (MPa),Enthalpy (kJ/mol),Entropy (J/mol*K)
970,13,53.786,133.53
970,13.5,53.776,133.19
970,14,53.766,132.87
970,14.5,53.757,132.56
970,15,53.748,132.26
970,15.5,53.738,131.97
970,16,53.729,131.69
970,16.5,53.72,131.41
970,17,53.711,131.15
970,17.5,53.702,130.89
970,18,53.694,130.64
970,18.5,53.685,130.39
970,19,53.677,130.15
970,19.5,53.668,129.92
970,20,53.66,129.69
970,20.5,53.652,129.47
970,21,53.644,129.25
970,21.5,53.636,129.04
970,22,53.629,128.83
970,22.5,53.621,128.62
970,23,53.613,128.42
970,23.5,53.606,128.23
970,24,53.599,128.04
970,24.5,53.592,127.85
970,25,53.584,127.66
970,25.5,53.578,127.48
970,26,53.571,127.3
970,26.5,53.564,127.13
970,27,53.557,126.96
970,27.5,53.551,126.79
970,28,53.545,126.62
970,28.5,53.538,126.46
970,29,53.532,126.3
970,29.5,53.526,126.14
970,30,53.52,125.98
970,30.5,53.514,125.83
970,31,53.509,125.68
970,31.5,53.503,125.53
970,32,53.498,125.39
970,32.5,53.492,125.24
970,33,53.487,125.1
970,33.5,53.482,124.96
970,34,53.477,124.82
970,34.5,53.472,124.68
970,35,53.467,124.55
970,35.5,53.462,124.42
970,36,53.458,124.28
980,8,54.438,138.32
980,8.5,54.427,137.8
980,9,54.417,137.3
980,9.5,54.407,136.83
980,10,54.397,136.39
980,10.5,54.387,135.96
980,11,54.377,135.56
980,11.5,54.367,135.17
980,12,54.357,134.8
980,12.5,54.348,134.44
980,13,54.338,134.09
980,13.5,54.329,133.76
980,14,54.32,133.44
980,14.5,54.311,133.13
980,15,54.302,132.83
980,15.5,54.293,132.54
980,16,54.284,132.26
980,16.5,54.275,131.98
980,17,54.267,131.72
980,17.5,54.259,131.46
980,18,54.25,131.21
980,18.5,54.242,130.96
980,19,54.234,130.72
980,19.5,54.226,130.49
980,20,54.218,130.26
980,20.5,54.211,130.04
980,21,54.203,129.82
980,21.5,54.196,129.61
980,22,54.188,129.4
980,22.5,54.181,129.2
980,23,54.174,129
980,23.5,54.167,128.8
980,24,54.16,128.61
980,24.5,54.153,128.42
980,25,54.146,128.24
980,25.5,54.14,128.06
980,26,54.133,127.88
980,26.5,54.127,127.71
980,27,54.121,127.54
980,27.5,54.115,127.37
980,28,54.109,127.2
980,28.5,54.103,127.04
980,29,54.097,126.88
980,29.5,54.091,126.72
980,30,54.086,126.56
980,30.5,54.08,126.41
980,31,54.075,126.26
980,31.5,54.07,126.11
980,32,54.065,125.97
980,32.5,54.06,125.82
980,33,54.055,125.68
980,33.5,54.05,125.54
980,34,54.045,125.4
980,34.5,54.041,125.27
980,35,54.036,125.13
980,35.5,54.032,125
980,36,54.027,124.87
990,8,54.987,138.88
990,8.5,54.977,138.35
990,9,54.967,137.86
990,9.5,54.957,137.39
990,10,54.947,136.95
990,10.5,54.938,136.52
990,11,54.928,136.12
990,11.5,54.919,135.73
990,12,54.91,135.36
990,12.5,54.9,135
990,13,54.891,134.66
990,13.5,54.883,134.32
990,14,54.874,134
990,14.5,54.865,133.69
990,15,54.857,133.39
990,15.5,54.848,133.1
990,16,54.84,132.82
990,16.5,54.832,132.55
990,17,54.823,132.28
990,17.5,54.815,132.03
990,18,54.808,131.77
990,18.5,54.8,131.53
990,19,54.792,131.29
990,19.5,54.785,131.06
990,20,54.777,130.83
990,20.5,54.77,130.61
990,21,54.763,130.39
990,21.5,54.756,130.18
990,22,54.749,129.97
990,22.5,54.742,129.77
990,23,54.735,129.57
990,23.5,54.728,129.37
990,24,54.722,129.18
990,24.5,54.716,128.99
990,25,54.709,128.81
990,25.5,54.703,128.63
990,26,54.697,128.45
990,26.5,54.691,128.28
990,27,54.685,128.11
990,27.5,54.679,127.94
990,28,54.674,127.77
990,28.5,54.668,127.61
990,29,54.663,127.45
990,29.5,54.657,127.29
990,30,54.652,127.14
990,30.5,54.647,126.99
990,31,54.642,126.84
990,31.5,54.637,126.69
990,32,54.632,126.54
990,32.5,54.627,126.4
990,33,54.623,126.26
990,33.5,54.618,126.12
990,34,54.614,125.98
990,34.5,54.61,125.84
990,35,54.605,125.71
990,35.5,54.601,125.58
990,36,54.597,125.45
1000,8,55.537,139.43
1000,8.5,55.527,138.91
1000,9,55.518,138.41
1000,9.5,55.508,137.95
1000,10,55.499,137.5
1000,10.5,55.49,137.08
1000,11,55.481,136.67
1000,11.5,55.472,136.28
1000,12,55.463,135.91
1000,12.5,55.454,135.56
1000,13,55.446,135.21
1000,13.5,55.437,134.88
1000,14,55.429,134.56
1000,14.5,55.42,134.25
1000,15,55.412,133.95
1000,15.5,55.404,133.66
1000,16,55.396,133.38
1000,16.5,55.389,133.11
1000,17,55.381,132.84
1000,17.5,55.373,132.59
1000,18,55.366,132.33
1000,18.5,55.358,132.09
1000,19,55.351,131.85
1000,19.5,55.344,131.62
1000,20,55.337,131.39
1000,20.5,55.33,131.17
1000,21,55.323,130.95
1000,21.5,55.317,130.74
1000,22,55.31,130.54
1000,22.5,55.303,130.33
1000,23,55.297,130.13
1000,23.5,55.291,129.94
1000,24,55.285,129.75
1000,24.5,55.279,129.56
1000,25,55.273,129.38
1000,25.5,55.267,129.2
1000,26,55.261,129.02
1000,26.5,55.255,128.85
1000,27,55.25,128.68
1000,27.5,55.244,128.51
1000,28,55.239,128.34
1000,28.5,55.234,128.18
1000,29,55.229,128.02
1000,29.5,55.224,127.86
1000,30,55.219,127.71
1000,30.5,55.214,127.56
1000,31,55.209,127.41
1000,31.5,55.205,127.26
1000,32,55.2,127.11
1000,32.5,55.196,126.97
1000,33,55.192,126.83
1000,33.5,55.187,126.69
1000,34,55.183,126.55
1000,34.5,55.179,126.42
1000,35,55.176,126.28
1000,35.5,55.172,126.15
1000,36,55.168,126.02
1010,8,56.088,139.98
1010,8.5,56.078,139.46
1010,9,56.069,138.96
1010,9.5,56.06,138.49
1010,10,56.051,138.05
1010,10.5,56.043,137.63
1010,11,56.034,137.22
1010,11.5,56.026,136.84
1010,12,56.017,136.46
1010,12.5,56.009,136.11
1010,13,56.001,135.76
1010,13.5,55.993,135.43
1010,14,55.985,135.11
1010,14.5,55.977,134.81
1010,15,55.969,134.51
1010,15.5,55.961,134.22
1010,16,55.954,133.94
1010,16.5,55.946,133.66
1010,17,55.939,133.4
1010,17.5,55.932,133.14
1010,18,55.925,132.89
1010,18.5,55.918,132.65
1010,19,55.911,132.41
1010,19.5,55.904,132.18
1010,20,55.898,131.95
1010,20.5,55.891,131.73
1010,21,55.885,131.51
1010,21.5,55.878,131.3
1010,22,55.872,131.09
1010,22.5,55.866,130.89
1010,23,55.86,130.69
1010,23.5,55.854,130.5
1010,24,55.848,130.31
1010,24.5,55.842,130.12
1010,25,55.837,129.94
1010,25.5,55.831,129.76
1010,26,55.826,129.58
1010,26.5,55.82,129.41
1010,27,55.815,129.24
1010,27.5,55.81,129.07
1010,28,55.805,128.91
1010,28.5,55.8,128.74
1010,29,55.796,128.58
1010,29.5,55.791,128.43
1010,30,55.786,128.27
1010,30.5,55.782,128.12
1010,31,55.777,127.97
1010,31.5,55.773,127.82
1010,32,55.769,127.68
1010,32.5,55.765,127.54
1010,33,55.761,127.4
1010,33.5,55.757,127.26
1010,34,55.753,127.12
1010,34.5,55.75,126.98
1010,35,55.746,126.85
1010,35.5,55.743,126.72
1010,36,55.739,126.59
1020,8,56.64,140.52
1020,8.5,56.631,140
1020,9,56.622,139.51
1020,9.5,56.613,139.04
1020,10,56.605,138.6
1020,10.5,56.597,138.17
1020,11,56.588,137.77
1020,11.5,56.58,137.38
1020,12,56.572,137.01
1020,12.5,56.564,136.66
1020,13,56.557,136.31
1020,13.5,56.549,135.98
1020,14,56.541,135.66
1020,14.5,56.534,135.35
1020,15,56.527,135.06
1020,15.5,56.519,134.77
1020,16,56.512,134.49
1020,16.5,56.505,134.21
1020,17,56.498,133.95
1020,17.5,56.491,133.69
1020,18,56.485,133.44
1020,18.5,56.478,133.2
1020,19,56.472,132.96
1020,19.5,56.465,132.73
1020,20,56.459,132.5
1020,20.5,56.453,132.28
1020,21,56.447,132.07
1020,21.5,56.441,131.86
1020,22,56.435,131.65
1020,22.5,56.429,131.45
1020,23,56.423,131.25
1020,23.5,56.418,131.05
1020,24,56.412,130.86
1020,24.5,56.407,130.68
1020,25,56.402,130.49
1020,25.5,56.396,130.32
1020,26,56.391,130.14
1020,26.5,56.386,129.97
1020,27,56.381,129.8
1020,27.5,56.377,129.63
1020,28,56.372,129.46
1020,28.5,56.367,129.3
1020,29,56.363,129.14
1020,29.5,56.359,128.99
1020,30,56.354,128.83
1020,30.5,56.35,128.68
1020,31,56.346,128.53
1020,31.5,56.342,128.39
1020,32,56.338,128.24
1020,32.5,56.335,128.1
1020,33,56.331,127.96
1020,33.5,56.327,127.82
1020,34,56.324,127.68
1020,34.5,56.32,127.55
1020,35,56.317,127.41
1020,35.5,56.314,127.28
1020,36,56.311,127.15
1030,8,57.192,141.06
1030,8.5,57.184,140.54
1030,9,57.176,140.05
1030,9.5,57.168,139.58
1030,10,57.16,139.14
1030,10.5,57.152,138.71
1030,11,57.144,138.31
1030,11.5,57.136,137.92
1030,12,57.128,137.55
1030,12.5,57.121,137.2
1030,13,57.113,136.86
1030,13.5,57.106,136.53
1030,14,57.099,136.21
1030,14.5,57.092,135.9
1030,15,57.085,135.6
1030,15.5,57.078,135.31
1030,16,57.071,135.03
1030,16.5,57.065,134.76
1030,17,57.058,134.5
1030,17.5,57.052,134.24
1030,18,57.045,133.99
1030,18.5,57.039,133.75
1030,19,57.033,133.51
1030,19.5,57.027,133.28
1030,20,57.021,133.05
1030,20.5,57.015,132.83
1030,21,57.009,132.62
1030,21.5,57.004,132.4
1030,22,56.998,132.2
1030,22.5,56.993,132
1030,23,56.987,131.8
1030,23.5,56.982,131.61
1030,24,56.977,131.42
1030,24.5,56.972,131.23
1030,25,56.967,131.05
1030,25.5,56.962,130.87
1030,26,56.957,130.69
1030,26.5,56.953,130.52
1030,27,56.948,130.35
1030,27.5,56.944,130.18
1030,28,56.939,130.02
1030,28.5,56.935,129.86
1030,29,56.931,129.7
1030,29.5,56.927,129.54
1030,30,56.923,129.39
1030,30.5,56.919,129.24
1030,31,56.915,129.09
1030,31.5,56.912,128.94
1030,32,56.908,128.8
1030,32.5,56.905,128.65
1030,33,56.901,128.51
1030,33.5,56.898,128.38
1030,34,56.895,128.24
1030,34.5,56.892,128.1
1030,35,56.889,127.97
1030,35.5,56.886,127.84
1030,36,56.883,127.71
1040,8,57.746,141.6
1040,8.5,57.738,141.07
1040,9,57.73,140.58
1040,9.5,57.723,140.12
1040,10,57.715,139.67
1040,10.5,57.707,139.25
1040,11,57.7,138.85
1040,11.5,57.693,138.46
1040,12,57.685,138.09
1040,12.5,57.678,137.74
1040,13,57.671,137.39
1040,13.5,57.664,137.06
1040,14,57.658,136.75
1040,14.5,57.651,136.44
1040,15,57.644,136.14
1040,15.5,57.638,135.85
1040,16,57.631,135.57
1040,16.5,57.625,135.3
1040,17,57.619,135.04
1040,17.5,57.613,134.78
1040,18,57.607,134.53
1040,18.5,57.601,134.29
1040,19,57.595,134.05
1040,19.5,57.589,133.82
1040,20,57.584,133.6
1040,20.5,57.578,133.38
1040,21,57.573,133.16
1040,21.5,57.568,132.95
1040,22,57.562,132.74
1040,22.5,57.557,132.54
1040,23,57.552,132.34
1040,23.5,57.547,132.15
1040,24,57.542,131.96
1040,24.5,57.538,131.78
1040,25,57.533,131.59
1040,25.5,57.529,131.41
1040,26,57.524,131.24
1040,26.5,57.52,131.07
1040,27,57.516,130.9
1040,27.5,57.512,130.73
1040,28,57.508,130.57
1040,28.5,57.504,130.41
1040,29,57.5,130.25
1040,29.5,57.496,130.09
1040,30,57.492,129.94
1040,30.5,57.489,129.79
1040,31,57.485,129.64
1040,31.5,57.482,129.49
1040,32,57.479,129.35
1040,32.5,57.476,129.21
1040,33,57.472,129.07
1040,33.5,57.469,128.93
1040,34,57.467,128.79
1040,34.5,57.464,128.66
1040,35,57.461,128.52
1040,35.5,57.458,128.39
1040,36,57.456,128.26
1050,8,58.301,142.13
1050,8.5,58.294,141.61
1050,9,58.286,141.11
1050,9.5,58.279,140.65
1050,10,58.271,140.21
1050,10.5,58.264,139.78
1050,11,58.257,139.38
1050,11.5,58.25,139
1050,12,58.243,138.63
1050,12.5,58.237,138.27
1050,13,58.23,137.93
1050,13.5,58.223,137.6
1050,14,58.217,137.28
1050,14.5,58.211,136.97
1050,15,58.204,136.68
1050,15.5,58.198,136.39
1050,16,58.192,136.11
1050,16.5,58.186,135.84
1050,17,58.18,135.58
1050,17.5,58.175,135.32
1050,18,58.169,135.07
1050,18.5,58.163,134.83
1050,19,58.158,134.59
1050,19.5,58.153,134.36
1050,20,58.147,134.13
1050,20.5,58.142,133.91
1050,21,58.137,133.7
1050,21.5,58.132,133.49
1050,22,58.127,133.28
1050,22.5,58.122,133.08
1050,23,58.118,132.89
1050,23.5,58.113,132.69
1050,24,58.109,132.5
1050,24.5,58.104,132.32
1050,25,58.1,132.14
1050,25.5,58.096,131.96
1050,26,58.092,131.78
1050,26.5,58.088,131.61
1050,27,58.084,131.44
1050,27.5,58.08,131.27
1050,28,58.076,131.11
1050,28.5,58.073,130.95
1050,29,58.069,130.79
1050,29.5,58.066,130.64
1050,30,58.062,130.48
1050,30.5,58.059,130.33
1050,31,58.056,130.18
1050,31.5,58.053,130.04
1050,32,58.05,129.89
1050,32.5,58.047,129.75
1050,33,58.044,129.61
1050,33.5,58.041,129.47
1050,34,58.039,129.34
1050,34.5,58.036,129.2
1050,35,58.034,129.07
1050,35.5,58.031,128.94
1050,36,58.029,128.81
1060,8,58.857,142.65
1060,8.5,58.85,142.13
1060,9,58.843,141.64
1060,9.5,58.836,141.18
1060,10,58.829,140.73
1060,10.5,58.822,140.31
1060,11,58.815,139.91
1060,11.5,58.809,139.53
1060,12,58.802,139.16
1060,12.5,58.796,138.8
1060,13,58.789,138.46
1060,13.5,58.783,138.13
1060,14,58.777,137.81
1060,14.5,58.771,137.51
1060,15,58.765,137.21
1060,15.5,58.759,136.92
1060,16,58.754,136.64
1060,16.5,58.748,136.37
1060,17,58.743,136.11
1060,17.5,58.737,135.85
1060,18,58.732,135.6
1060,18.5,58.727,135.36
1060,19,58.722,135.12
1060,19.5,58.717,134.89
1060,20,58.712,134.67
1060,20.5,58.707,134.45
1060,21,58.702,134.24
1060,21.5,58.697,134.03
1060,22,58.693,133.82
1060,22.5,58.688,133.62
1060,23,58.684,133.42
1060,23.5,58.68,133.23
1060,24,58.676,133.04
1060,24.5,58.672,132.86
1060,25,58.668,132.67
1060,25.5,58.664,132.5
1060,26,58.66,132.32
1060,26.5,58.656,132.15
1060,27,58.653,131.98
1060,27.5,58.649,131.81
1060,28,58.646,131.65
1060,28.5,58.642,131.49
1060,29,58.639,131.33
1060,29.5,58.636,131.18
1060,30,58.633,131.02
1060,30.5,58.63,130.87
1060,31,58.627,130.73
1060,31.5,58.624,130.58
1060,32,58.621,130.44
1060,32.5,58.619,130.29
1060,33,58.616,130.16
1060,33.5,58.614,130.02
1060,34,58.612,129.88
1060,34.5,58.609,129.75
1060,35,58.607,129.62
1060,35.5,58.605,129.49
1060,36,58.603,129.36
1070,8,59.414,143.18
1070,8.5,59.407,142.66
1070,9,59.4,142.17
1070,9.5,59.393,141.7
1070,10,59.387,141.26
1070,10.5,59.38,140.84
1070,11,59.374,140.44
1070,11.5,59.368,140.05
1070,12,59.362,139.68
1070,12.5,59.356,139.33
1070,13,59.35,138.99
1070,13.5,59.344,138.66
1070,14,59.338,138.34
1070,14.5,59.333,138.03
1070,15,59.327,137.74
1070,15.5,59.322,137.45
1070,16,59.316,137.17
1070,16.5,59.311,136.9
1070,17,59.306,136.64
1070,17.5,59.301,136.38
1070,18,59.296,136.13
1070,18.5,59.291,135.89
1070,19,59.286,135.65
1070,19.5,59.281,135.42
1070,20,59.277,135.2
1070,20.5,59.272,134.98
1070,21,59.268,134.77
1070,21.5,59.263,134.56
1070,22,59.259,134.35
1070,22.5,59.255,134.15
1070,23,59.251,133.95
1070,23.5,59.247,133.76
1070,24,59.243,133.57
1070,24.5,59.239,133.39
1070,25,59.236,133.21
1070,25.5,59.232,133.03
1070,26,59.229,132.85
1070,26.5,59.225,132.68
1070,27,59.222,132.51
1070,27.5,59.219,132.35
1070,28,59.216,132.19
1070,28.5,59.213,132.03
1070,29,59.21,131.87
1070,29.5,59.207,131.71
1070,30,59.204,131.56
1070,30.5,59.201,131.41
1070,31,59.199,131.26
1070,31.5,59.196,131.12
1070,32,59.194,130.97
1070,32.5,59.191,130.83
1070,33,59.189,130.69
1070,33.5,59.187,130.56
1070,34,59.185,130.42
1070,34.5,59.183,130.29
1070,35,59.181,130.15
1070,35.5,59.179,130.02
1070,36,59.177,129.9
1080,8,59.971,143.69
1080,8.5,59.965,143.18
1080,9,59.958,142.68
1080,9.5,59.952,142.22
1080,10,59.946,141.78
1080,10.5,59.94,141.36
1080,11,59.934,140.96
1080,11.5,59.928,140.57
1080,12,59.922,140.2
1080,12.5,59.917,139.85
1080,13,59.911,139.51
1080,13.5,59.905,139.18
1080,14,59.9,138.86
1080,14.5,59.895,138.56
1080,15,59.89,138.26
1080,15.5,59.884,137.97
1080,16,59.879,137.69
1080,16.5,59.874,137.42
1080,17,59.87,137.16
1080,17.5,59.865,136.91
1080,18,59.86,136.66
1080,18.5,59.856,136.42
1080,19,59.851,136.18
1080,19.5,59.847,135.95
1080,20,59.843,135.73
1080,20.5,59.838,135.51
1080,21,59.834,135.29
1080,21.5,59.83,135.08
1080,22,59.826,134.88
1080,22.5,59.822,134.68
1080,23,59.819,134.48
1080,23.5,59.815,134.29
1080,24,59.812,134.1
1080,24.5,59.808,133.92
1080,25,59.805,133.74
1080,25.5,59.801,133.56
1080,26,59.798,133.38
1080,26.5,59.795,133.21
1080,27,59.792,133.04
1080,27.5,59.789,132.88
1080,28,59.786,132.72
1080,28.5,59.783,132.56
1080,29,59.781,132.4
1080,29.5,59.778,132.24
1080,30,59.776,132.09
1080,30.5,59.773,131.94
1080,31,59.771,131.8
1080,31.5,59.769,131.65
1080,32,59.767,131.51
1080,32.5,59.764,131.37
1080,33,59.762,131.23
1080,33.5,59.761,131.09
1080,34,59.759,130.95
1080,34.5,59.757,130.82
1080,35,59.755,130.69
1080,35.5,59.754,130.56
1080,36,59.752,130.43
1090,8,60.53,144.21
1090,8.5,60.524,143.69
1090,9,60.518,143.2
1090,9.5,60.512,142.74
1090,10,60.506,142.29
1090,10.5,60.5,141.87
1090,11,60.495,141.47
1090,11.5,60.489,141.09
1090,12,60.484,140.72
1090,12.5,60.478,140.37
1090,13,60.473,140.03
1090,13.5,60.468,139.7
1090,14,60.463,139.38
1090,14.5,60.458,139.07
1090,15,60.453,138.78
1090,15.5,60.448,138.49
1090,16,60.443,138.21
1090,16.5,60.439,137.94
1090,17,60.434,137.68
1090,17.5,60.43,137.43
1090,18,60.426,137.18
1090,18.5,60.421,136.94
1090,19,60.417,136.7
1090,19.5,60.413,136.47
1090,20,60.409,136.25
1090,20.5,60.405,136.03
1090,21,60.401,135.82
1090,21.5,60.398,135.61
1090,22,60.394,135.4
1090,22.5,60.391,135.2
1090,23,60.387,135.01
1090,23.5,60.384,134.82
1090,24,60.38,134.63
1090,24.5,60.377,134.44
1090,25,60.374,134.26
1090,25.5,60.371,134.08
1090,26,60.368,133.91
1090,26.5,60.365,133.74
1090,27,60.363,133.57
1090,27.5,60.36,133.41
1090,28,60.357,133.24
1090,28.5,60.355,133.08
1090,29,60.353,132.93
1090,29.5,60.35,132.77
1090,30,60.348,132.62
1090,30.5,60.346,132.47
1090,31,60.344,132.32
1090,31.5,60.342,132.18
1090,32,60.34,132.03
1090,32.5,60.338,131.89
1090,33,60.336,131.76
1090,33.5,60.335,131.62
1090,34,60.333,131.48
1090,34.5,60.332,131.35
1090,35,60.33,131.22
1090,35.5,60.329,131.09
1090,36,60.328,130.96
1100,8,61.089,144.72
1100,8.5,61.084,144.2
1100,9,61.078,143.71
1100,9.5,61.072,143.25
1100,10,61.067,142.81
1100,10.5,61.061,142.39
1100,11,61.056,141.99
1100,11.5,61.051,141.6
1100,12,61.046,141.23
1100,12.5,61.041,140.88
1100,13,61.036,140.54
1100,13.5,61.031,140.21
1100,14,61.026,139.9
1100,14.5,61.022,139.59
1100,15,61.017,139.29
1100,15.5,61.013,139.01
1100,16,61.008,138.73
1100,16.5,61.004,138.46
1100,17,61,138.2
1100,17.5,60.996,137.94
1100,18,60.992,137.7
1100,18.5,60.988,137.45
1100,19,60.984,137.22
1100,19.5,60.98,136.99
1100,20,60.976,136.77
1100,20.5,60.973,136.55
1100,21,60.969,136.33
1100,21.5,60.966,136.13
1100,22,60.963,135.92
1100,22.5,60.959,135.72
1100,23,60.956,135.53
1100,23.5,60.953,135.33
1100,24,60.95,135.15
1100,24.5,60.947,134.96
1100,25,60.944,134.78
1100,25.5,60.942,134.61
1100,26,60.939,134.43
1100,26.5,60.937,134.26
1100,27,60.934,134.09
1100,27.5,60.932,133.93
1100,28,60.929,133.77
1100,28.5,60.927,133.61
1100,29,60.925,133.45
1100,29.5,60.923,133.3
1100,30,60.921,133.14
1100,30.5,60.919,132.99
1100,31,60.917,132.85
1100,31.5,60.916,132.7
1100,32,60.914,132.56
1100,32.5,60.912,132.42
1100,33,60.911,132.28
1100,33.5,60.91,132.14
1100,34,60.908,132.01
1100,34.5,60.907,131.88
1100,35,60.906,131.74
1100,35.5,60.905,131.62
1100,36,60.904,131.49
